1	Q0	486	0	14.529723	STANDARD
1	Q0	51	1	14.230944	STANDARD
1	Q0	184	2	12.766315	STANDARD
1	Q0	746	3	11.387148	STANDARD
1	Q0	13	4	11.298788	STANDARD
1	Q0	12	5	11.201021	STANDARD
1	Q0	875	6	9.837054	STANDARD
1	Q0	878	7	9.423011	STANDARD
1	Q0	792	8	9.414856	STANDARD
1	Q0	359	9	9.193706	STANDARD
1	Q0	435	10	9.012239	STANDARD
1	Q0	747	11	8.83995	STANDARD
1	Q0	665	12	8.629207	STANDARD
1	Q0	141	13	8.455529	STANDARD
1	Q0	879	14	8.403906	STANDARD
1	Q0	1340	15	8.361393	STANDARD
1	Q0	573	16	7.7067375	STANDARD
1	Q0	56	17	7.6756945	STANDARD
1	Q0	876	18	7.5794525	STANDARD
1	Q0	252	19	7.5694957	STANDARD
1	Q0	78	20	7.372829	STANDARD
1	Q0	1147	21	7.3513904	STANDARD
1	Q0	663	22	7.2424865	STANDARD
1	Q0	1144	23	7.2253985	STANDARD
1	Q0	1268	24	7.094504	STANDARD
1	Q0	584	25	7.0715995	STANDARD
1	Q0	315	26	6.966287	STANDARD
1	Q0	606	27	6.9360275	STANDARD
1	Q0	1328	28	6.893404	STANDARD
1	Q0	202	29	6.6418495	STANDARD
2	Q0	12	30	18.76457	STANDARD
2	Q0	746	31	16.524584	STANDARD
2	Q0	792	32	11.851204	STANDARD
2	Q0	51	33	10.447862	STANDARD
2	Q0	810	34	10.442881	STANDARD
2	Q0	141	35	10.317665	STANDARD
2	Q0	700	36	10.130684	STANDARD
2	Q0	1380	37	9.515774	STANDARD
2	Q0	92	38	9.18169	STANDARD
2	Q0	184	39	8.800437	STANDARD
2	Q0	909	40	8.749266	STANDARD
2	Q0	1089	41	8.187382	STANDARD
2	Q0	100	42	8.094595	STANDARD
2	Q0	606	43	8.074465	STANDARD
2	Q0	1169	44	7.9266434	STANDARD
2	Q0	725	45	7.9092054	STANDARD
2	Q0	875	46	7.8514047	STANDARD
2	Q0	883	47	7.754689	STANDARD
2	Q0	47	48	7.692728	STANDARD
2	Q0	1379	49	7.6151175	STANDARD
2	Q0	253	50	7.4653087	STANDARD
2	Q0	724	51	7.463832	STANDARD
2	Q0	78	52	7.2210402	STANDARD
2	Q0	1012	53	7.1222906	STANDARD
2	Q0	747	54	7.0889993	STANDARD
2	Q0	712	55	7.068506	STANDARD
2	Q0	497	56	7.0115266	STANDARD
2	Q0	876	57	6.8540587	STANDARD
2	Q0	202	58	6.813228	STANDARD
2	Q0	1361	59	6.7231555	STANDARD
3	Q0	399	60	17.78724	STANDARD
3	Q0	485	61	16.437872	STANDARD
3	Q0	144	62	16.08585	STANDARD
3	Q0	5	63	13.205228	STANDARD
3	Q0	91	64	12.271401	STANDARD
3	Q0	90	65	11.84515	STANDARD
3	Q0	181	66	11.81903	STANDARD
3	Q0	542	67	8.881864	STANDARD
3	Q0	6	68	8.799976	STANDARD
3	Q0	582	69	8.076567	STANDARD
3	Q0	584	70	7.8013563	STANDARD
3	Q0	579	71	7.1442733	STANDARD
3	Q0	585	72	6.604104	STANDARD
3	Q0	518	73	6.4746437	STANDARD
3	Q0	981	74	6.0183187	STANDARD
3	Q0	119	75	5.6376595	STANDARD
3	Q0	142	76	5.4924836	STANDARD
3	Q0	1088	77	5.4426475	STANDARD
3	Q0	168	78	5.379269	STANDARD
3	Q0	803	79	5.3033433	STANDARD
3	Q0	66	80	5.2063746	STANDARD
3	Q0	1073	81	5.155711	STANDARD
3	Q0	586	82	5.10963	STANDARD
3	Q0	269	83	4.9621105	STANDARD
3	Q0	944	84	4.9460325	STANDARD
3	Q0	623	85	4.940347	STANDARD
3	Q0	395	86	4.9120183	STANDARD
3	Q0	1072	87	4.86361	STANDARD
3	Q0	112	88	4.803173	STANDARD
3	Q0	802	89	4.755202	STANDARD
4	Q0	166	90	29.116665	STANDARD
4	Q0	488	91	25.504984	STANDARD
4	Q0	1061	92	16.075413	STANDARD
4	Q0	1296	93	15.203486	STANDARD
4	Q0	410	94	15.134552	STANDARD
4	Q0	1252	95	14.967521	STANDARD
4	Q0	185	96	14.870971	STANDARD
4	Q0	167	97	13.9995985	STANDARD
4	Q0	1189	98	12.106025	STANDARD
4	Q0	236	99	11.516106	STANDARD
4	Q0	1241	100	11.289963	STANDARD
4	Q0	552	101	11.224502	STANDARD
4	Q0	103	102	11.168866	STANDARD
4	Q0	317	103	10.889552	STANDARD
4	Q0	1315	104	10.872618	STANDARD
4	Q0	1275	105	10.483608	STANDARD
4	Q0	1312	106	10.416536	STANDARD
4	Q0	1255	107	10.21603	STANDARD
4	Q0	1374	108	10.111454	STANDARD
4	Q0	401	109	9.850805	STANDARD
4	Q0	575	110	9.844861	STANDARD
4	Q0	1202	111	9.663082	STANDARD
4	Q0	1085	112	9.511543	STANDARD
4	Q0	349	113	9.440548	STANDARD
4	Q0	435	114	9.225662	STANDARD
4	Q0	259	115	9.062241	STANDARD
4	Q0	541	116	8.969344	STANDARD
4	Q0	24	117	8.917492	STANDARD
4	Q0	1180	118	8.857691	STANDARD
4	Q0	332	119	8.779023	STANDARD
5	Q0	552	120	11.837393	STANDARD
5	Q0	103	121	9.181622	STANDARD
5	Q0	1032	122	8.772594	STANDARD
5	Q0	1296	123	7.5676064	STANDARD
5	Q0	968	124	7.481037	STANDARD
5	Q0	1379	125	7.1927395	STANDARD
5	Q0	401	126	7.0983562	STANDARD
5	Q0	488	127	6.437381	STANDARD
5	Q0	1272	128	6.429513	STANDARD
5	Q0	824	129	6.268962	STANDARD
5	Q0	368	130	6.1340284	STANDARD
5	Q0	410	131	5.9897127	STANDARD
5	Q0	1374	132	5.9763308	STANDARD
5	Q0	746	133	5.9652658	STANDARD
5	Q0	540	134	5.9620523	STANDARD
5	Q0	650	135	5.874089	STANDARD
5	Q0	1209	136	5.8114386	STANDARD
5	Q0	142	137	5.73568	STANDARD
5	Q0	28	138	5.633414	STANDARD
5	Q0	130	139	5.6271696	STANDARD
5	Q0	495	140	5.581207	STANDARD
5	Q0	367	141	5.572474	STANDARD
5	Q0	329	142	5.500507	STANDARD
5	Q0	172	143	5.4838843	STANDARD
5	Q0	943	144	5.48359	STANDARD
5	Q0	813	145	5.37842	STANDARD
5	Q0	1198	146	5.312307	STANDARD
5	Q0	1217	147	5.3076143	STANDARD
5	Q0	307	148	5.2742114	STANDARD
5	Q0	641	149	5.270367	STANDARD
6	Q0	491	150	11.950459	STANDARD
6	Q0	386	151	8.000542	STANDARD
6	Q0	385	152	7.914688	STANDARD
6	Q0	1273	153	7.518174	STANDARD
6	Q0	1374	154	6.78597	STANDARD
6	Q0	544	155	6.477514	STANDARD
6	Q0	406	156	6.335292	STANDARD
6	Q0	1075	157	6.2432656	STANDARD
6	Q0	240	158	6.191239	STANDARD
6	Q0	271	159	6.087184	STANDARD
6	Q0	802	160	6.02891	STANDARD
6	Q0	1308	161	6.0075073	STANDARD
6	Q0	997	162	5.9488072	STANDARD
6	Q0	767	163	5.8670635	STANDARD
6	Q0	257	164	5.731927	STANDARD
6	Q0	1074	165	5.606754	STANDARD
6	Q0	256	166	5.43057	STANDARD
6	Q0	418	167	5.370926	STANDARD
6	Q0	294	168	5.312481	STANDARD
6	Q0	950	169	5.294537	STANDARD
6	Q0	1062	170	5.269081	STANDARD
6	Q0	99	171	5.2109375	STANDARD
6	Q0	128	172	5.2092876	STANDARD
6	Q0	740	173	5.179105	STANDARD
6	Q0	558	174	5.169695	STANDARD
6	Q0	1196	175	5.1602864	STANDARD
6	Q0	497	176	5.1177635	STANDARD
6	Q0	130	177	4.996727	STANDARD
6	Q0	1364	178	4.87778	STANDARD
6	Q0	339	179	4.8280916	STANDARD
7	Q0	492	180	52.416527	STANDARD
7	Q0	57	181	25.0752	STANDARD
7	Q0	56	182	22.138111	STANDARD
7	Q0	973	183	21.251028	STANDARD
7	Q0	248	184	20.413826	STANDARD
7	Q0	434	185	19.397074	STANDARD
7	Q0	48	186	18.029676	STANDARD
7	Q0	1381	187	17.732838	STANDARD
7	Q0	1307	188	17.51039	STANDARD
7	Q0	354	189	17.354975	STANDARD
7	Q0	907	190	17.14252	STANDARD
7	Q0	469	191	17.041111	STANDARD
7	Q0	58	192	16.5686	STANDARD
7	Q0	688	193	15.986972	STANDARD
7	Q0	122	194	15.77177	STANDARD
7	Q0	567	195	15.643069	STANDARD
7	Q0	124	196	15.596353	STANDARD
7	Q0	69	197	14.842858	STANDARD
7	Q0	232	198	14.6511135	STANDARD
7	Q0	717	199	13.95461	STANDARD
7	Q0	441	200	13.377145	STANDARD
7	Q0	1077	201	13.246828	STANDARD
7	Q0	1347	202	12.590835	STANDARD
7	Q0	709	203	12.518618	STANDARD
7	Q0	234	204	12.408082	STANDARD
7	Q0	713	205	12.323384	STANDARD
7	Q0	1040	206	12.315598	STANDARD
7	Q0	801	207	12.286055	STANDARD
7	Q0	1115	208	12.121622	STANDARD
7	Q0	993	209	11.986249	STANDARD
8	Q0	492	210	16.72467	STANDARD
8	Q0	122	211	13.526207	STANDARD
8	Q0	69	212	12.902451	STANDARD
8	Q0	232	213	12.6232815	STANDARD
8	Q0	248	214	11.868521	STANDARD
8	Q0	441	215	11.22357	STANDARD
8	Q0	469	216	10.340083	STANDARD
8	Q0	1193	217	10.312345	STANDARD
8	Q0	1307	218	9.971977	STANDARD
8	Q0	354	219	9.679451	STANDARD
8	Q0	56	220	9.376762	STANDARD
8	Q0	124	221	9.350238	STANDARD
8	Q0	234	222	8.996679	STANDARD
8	Q0	48	223	8.943528	STANDARD
8	Q0	556	224	8.934368	STANDARD
8	Q0	924	225	8.881396	STANDARD
8	Q0	688	226	8.78522	STANDARD
8	Q0	58	227	8.671262	STANDARD
8	Q0	461	228	8.6376	STANDARD
8	Q0	433	229	8.459862	STANDARD
8	Q0	557	230	8.401167	STANDARD
8	Q0	57	231	8.394628	STANDARD
8	Q0	373	232	8.066734	STANDARD
8	Q0	567	233	7.982357	STANDARD
8	Q0	1077	234	7.890824	STANDARD
8	Q0	1347	235	7.885642	STANDARD
8	Q0	1231	236	7.6985216	STANDARD
8	Q0	1224	237	7.622825	STANDARD
8	Q0	197	238	7.6001887	STANDARD
8	Q0	993	239	7.5993886	STANDARD
9	Q0	45	240	8.96234	STANDARD
9	Q0	168	241	7.098942	STANDARD
